,DrugName,ActiveIngredient
7996,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE
7999,MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,MEPERIDINE HYDROCHLORIDE
8000,AKPENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE
8002,ACETIC ACID,"ACETIC ACID, GLACIAL"
8003,DOXYLAMINE SUCCINATE,DOXYLAMINE SUCCINATE
8008,TRIHEXYPHENIDYL HYDROCHLORIDE,TRIHEXYPHENIDYL HYDROCHLORIDE
8009,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE
8013,METHYLPREDNISOLONE,METHYLPREDNISOLONE
8029,PREDNISOLONE,PREDNISOLONE
8031,ACETAZOLAMIDE,ACETAZOLAMIDE
8058,GYNODIOL,ESTRADIOL
8065,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
8072,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE
8078,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
8079,PERPHENAZINE,PERPHENAZINE
8090,PHENTOLAMINE MESYLATE,PHENTOLAMINE MESYLATE
8098,COMPRO,PROCHLORPERAZINE
8102,ORPHENADRINE CITRATE,ORPHENADRINE CITRATE
8105,ETHOSUXIMIDE,ETHOSUXIMIDE
8108,OXYCODONE AND ASPIRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
8115,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",ACETAMINOPHEN; BUTALBITAL; CAFFEINE
8122,PROCOMP,PROCHLORPERAZINE MALEATE
8125,CHLOROPROCAINE HYDROCHLORIDE,CHLOROPROCAINE HYDROCHLORIDE
8146,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
8149,ZYDONE,ACETAMINOPHEN; HYDROCODONE BITARTRATE
8154,HOMATROPINE METHYLBROMIDE AND HYDROCODONE BITARTRATE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
8161,EXTENDED PHENYTOIN SODIUM,PHENYTOIN SODIUM
8162,PHENYTEK,PHENYTOIN SODIUM
8164,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE
8177,LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE
8182,METADATE ER,METHYLPHENIDATE HYDROCHLORIDE
8194,INNOFEM,ESTRADIOL
8198,TROPICACYL,TROPICAMIDE
8216,PERCOCET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
8233,PHENYTOIN,PHENYTOIN
8235,SULFASALAZINE,SULFASALAZINE
8236,METHIMAZOLE,METHIMAZOLE
8242,SPIRONOLACTONE,SPIRONOLACTONE
8247,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
8270,NIACOR,NIACIN
8272,TREXALL,METHOTREXATE SODIUM
8284,MICORT-HC,HYDROCORTISONE ACETATE
8295,ANEXSIA 7.5/325,ACETAMINOPHEN; HYDROCODONE BITARTRATE
8299,ANEXSIA 5/325,ACETAMINOPHEN; HYDROCODONE BITARTRATE
8303,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
8305,METHOCARBAMOL,METHOCARBAMOL
8316,JANTOVEN,WARFARIN SODIUM
8332,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
8343,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE
8365,CODRIX,ACETAMINOPHEN; CODEINE PHOSPHATE
8366,CARBINOXAMINE MALEATE,CARBINOXAMINE MALEATE
8385,DIHYDROERGOTAMINE MESYLATE,DIHYDROERGOTAMINE MESYLATE
8388,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE
8397,MERCAPTOPURINE,MERCAPTOPURINE
8402,DICYCLOMINE HYDROCHLORIDE (PRESERVATIVE FREE),DICYCLOMINE HYDROCHLORIDE
8406,ANEXSIA,ACETAMINOPHEN; HYDROCODONE BITARTRATE
8430,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE
8438,DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE,DEXAMETHASONE SODIUM PHOSPHATE
8452,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE
8457,ERGOTAMINE TARTRATE AND CAFFEINE,CAFFEINE; ERGOTAMINE TARTRATE
8464,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE
8468,DIMENHYDRINATE,DIMENHYDRINATE
8478,METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE
8479,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE
8485,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
8491,DIPYRIDAMOLE,DIPYRIDAMOLE
8510,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE
8522,GLYCOPYRROLATE,GLYCOPYRROLATE
8524,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
8528,PHENYTOIN SODIUM,PHENYTOIN SODIUM
8529,TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE
8531,BENZPHETAMINE HYDROCHLORIDE,BENZPHETAMINE HYDROCHLORIDE
8537,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
8540,PRIMIDONE,PRIMIDONE
8542,BENZONATATE,BENZONATATE
8581,PROBENECID AND COLCHICINE,COLCHICINE; PROBENECID
8589,METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE
8595,ESTRADIOL VALERATE,ESTRADIOL VALERATE
8606,TRANYLCYPROMINE SULFATE,TRANYLCYPROMINE SULFATE
8619,PROMETHAZINE DM,DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
8620,PROMETHAZINE WITH CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
8624,PHENYLEPHRINE HYDROCHLORIDE AND PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8633,"PROMETH HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8644,A-METHAPRED,METHYLPREDNISOLONE SODIUM SUCCINATE
8646,A-HYDROCORT,HYDROCORTISONE SODIUM SUCCINATE
8656,"PROMETHAZINE HYDROCHLORIDE, PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8673,DEXAMETHASONE,DEXAMETHASONE
8682,LIDOCAINE HYDROCHLORIDE VISCOUS,LIDOCAINE HYDROCHLORIDE
8738,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
8808,MEPIVACAINE HYDROCHLORIDE,MEPIVACAINE HYDROCHLORIDE
8819,INDOCYANINE GREEN,INDOCYANINE GREEN
8839,DIETHYLPROPION HYDROCHLORIDE,DIETHYLPROPION HYDROCHLORIDE
8840,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
8842,ERGOCALCIFEROL,ERGOCALCIFEROL
8893,PHENTERMINE RESIN COMPLEX,PHENTERMINE RESIN COMPLEX
8914,METHYLERGONOVINE MALEATE,METHYLERGONOVINE MALEATE
8936,PROMETHAZINE HYDROCHLORIDE AND PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
8941,KALEXATE,SODIUM POLYSTYRENE SULFONATE
8946,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE
8947,OXYCODONE AND ASPIRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE
8948,LIDOCAINE,LIDOCAINE
8949,VIBRAMYCIN,DOXYCYCLINE
8950,VIBRAMYCIN,DOXYCYCLINE HYCLATE
8952,ILOSONE,ERYTHROMYCIN ESTOLATE
8954,PATHOCIL,DICLOXACILLIN SODIUM
8956,PENBRITIN,AMPICILLIN/AMPICILLIN TRIHYDRATE
8959,MAXITROL,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
8960,GARAMYCIN,GENTAMICIN SULFATE
8961,GRISACTIN,"GRISEOFULVIN, MICROCRYSTALLINE"
8963,PRINCIPEN '250',AMPICILLIN/AMPICILLIN TRIHYDRATE
8964,PRINCIPEN '500',AMPICILLIN/AMPICILLIN TRIHYDRATE
8965,VERSAPEN,HETACILLIN
8968,PENBRITIN-S,AMPICILLIN SODIUM
8974,POLY-PRED,NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PREDNISOLONE ACETATE
8975,CHLOROPTIC,CHLORAMPHENICOL
8977,POLYCILLIN,AMPICILLIN/AMPICILLIN TRIHYDRATE
8978,CAPASTAT SULFATE,CAPREOMYCIN SULFATE
8979,COLY-MYCIN M,COLISTIMETHATE SODIUM
8980,MITHRACIN,PLICAMYCIN
8981,UNIPEN,NAFCILLIN SODIUM
8982,PRE-PEN,BENZYLPENICILLOYL POLYLYSINE
8983,STAPHCILLIN,METHICILLIN SODIUM
8986,PROSTAPHLIN,OXACILLIN SODIUM
8987,BICILLIN,PENICILLIN G BENZATHINE
8989,BICILLIN L-A,PENICILLIN G BENZATHINE
8990,BICILLIN C-R,PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE
8992,BICILLIN C-R 900/300,PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE
8995,CHLOROMYCETIN,CHLORAMPHENICOL
8997,CHLOROMYCETIN,CHLORAMPHENICOL SODIUM SUCCINATE
8999,CLEOCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE
9002,POLYSPORIN,BACITRACIN ZINC; POLYMYXIN B SULFATE
9003,CORTISPORIN,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9004,CORTISPORIN,HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9005,NEOSPORIN,NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9006,ERYTHROCIN,ERYTHROMYCIN LACTOBIONATE
9009,TEGOPEN,CLOXACILLIN SODIUM
9011,OXACILLIN SODIUM,OXACILLIN SODIUM
9017,OPHTHOCORT,CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE
9018,CHLOROMYCETIN HYDROCORTISONE,CHLORAMPHENICOL; HYDROCORTISONE ACETATE
9019,CHLOROMYXIN,CHLORAMPHENICOL; POLYMYXIN B SULFATE
9021,E.E.S.,ERYTHROMYCIN ETHYLSUCCINATE
9022,ERYPED,ERYTHROMYCIN ETHYLSUCCINATE
9024,TETREX,TETRACYCLINE PHOSPHATE COMPLEX
9026,CORTISPORIN,HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9027,KAFOCIN,CEPHALOGLYCIN
9028,CANDEX,NYSTATIN
9029,NYSTAFORM,CLIOQUINOL; NYSTATIN
9030,NEO-CORT-DOME,HYDROCORTISONE; NEOMYCIN SULFATE
9032,NEO-CORT-DOME,"ACETIC ACID, GLACIAL; HYDROCORTISONE; NEOMYCIN SULFATE"
9033,DECLOMYCIN,DEMECLOCYCLINE HYDROCHLORIDE
9038,ACHROMYCIN V,TETRACYCLINE HYDROCHLORIDE
9039,ACHROMYCIN,TETRACYCLINE HYDROCHLORIDE
9041,ACHROMYCIN,HYDROCORTISONE; TETRACYCLINE HYDROCHLORIDE
9044,ACHROMYCIN,PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE
9048,MYCIFRADIN,NEOMYCIN SULFATE
9049,TERRAMYCIN,OXYTETRACYCLINE HYDROCHLORIDE
9051,TERRAMYCIN,OXYTETRACYCLINE
9052,ELASE-CHLOROMYCETIN,CHLORAMPHENICOL; DESOXYRIBONUCLEASE; FIBRINOLYSIN
9055,PYOPEN,CARBENICILLIN DISODIUM
9060,NILSTAT,NYSTATIN
9061,GEOPEN,CARBENICILLIN DISODIUM
9070,POLYCILLIN-N,AMPICILLIN SODIUM
9077,FUNGIZONE,AMPHOTERICIN B
9079,MINOCIN,MINOCYCLINE HYDROCHLORIDE
9081,LINCOCIN,LINCOMYCIN HYDROCHLORIDE
9085,UNIPEN IN PLASTIC CONTAINER,NAFCILLIN SODIUM
9090,NEODECADRON,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE
9092,TAO,TROLEANDOMYCIN
9094,DYNAPEN,DICLOXACILLIN SODIUM
9095,ALBAMYCIN,NOVOBIOCIN SODIUM
9097,STATROL,NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9098,CORDRAN N,FLURANDRENOLIDE; NEOMYCIN SULFATE
9100,TROBICIN,SPECTINOMYCIN HYDROCHLORIDE
9102,COLY-MYCIN S,COLISTIN SULFATE
9103,COLY-MYCIN S,COLISTIN SULFATE; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; THONZONIUM BROMIDE
9104,ILOTYCIN,ERYTHROMYCIN
9105,ILOTYCIN GLUCEPTATE,ERYTHROMYCIN GLUCEPTATE
9108,NEO-HYDELTRASOL,NEOMYCIN SULFATE; PREDNISOLONE SODIUM PHOSPHATE
9109,AUREOMYCIN,CHLORTETRACYCLINE HYDROCHLORIDE
9110,KEFLEX,CEPHALEXIN
9118,LUMI-SPORYN,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
9119,RIFADIN,RIFAMPIN
9121,RIMACTANE,RIFAMPIN
9122,GEOCILLIN,CARBENICILLIN INDANYL SODIUM
9123,KEFLET,CEPHALEXIN
9126,CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE
9129,BLENOXANE,BLEOMYCIN SULFATE
9133,CEFADYL,CEPHAPIRIN SODIUM
9138,GRIFULVIN V,"GRISEOFULVIN, MICROCRYSTALLINE"
9139,MUTAMYCIN,MITOMYCIN
9141,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
9144,POLYCILLIN-PRB,AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID
9145,AMOXIL,AMOXICILLIN
9150,LAROTID,AMOXICILLIN
9151,ANCEF,CEFAZOLIN SODIUM
9157,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE
9161,GRIS-PEG,"GRISEOFULVIN, ULTRAMICROSIZE"
9163,NEBCIN,TOBRAMYCIN SULFATE
9164,NYSERT,NYSTATIN
9166,VIBRAMYCIN,DOXYCYCLINE CALCIUM
9167,KEFLIN,CEPHALOTHIN SODIUM
9171,CERUBIDINE,DAUNORUBICIN HYDROCHLORIDE
9172,VIRA-A,VIDARABINE
9173,PRINCIPEN W/ PROBENECID,AMPICILLIN/AMPICILLIN TRIHYDRATE; PROBENECID
9174,TOPICYCLINE,TETRACYCLINE HYDROCHLORIDE
9175,AMIKIN,AMIKACIN SULFATE
9177,TICAR,TICARCILLIN DISODIUM
9182,MANDOL,CEFAMANDOLE NAFATE
9187,CYCLAPEN-W,CYCLACILLIN
9192,DURICEF,CEFADROXIL/CEFADROXIL HEMIHYDRATE
9194,NATACYN,NATAMYCIN
9195,MEFOXIN,CEFOXITIN SODIUM
9198,MECLAN,MECLOCYCLINE SULFOSALICYLATE
9200,SPECTROBID,BACAMPICILLIN HYDROCHLORIDE
9202,CECLOR,CEFACLOR
9207,STATICIN,ERYTHROMYCIN
9212,PEDIAZOLE,ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL
9213,VELOSEF,CEPHRADINE
9214,ERYTHROMYCIN,ERYTHROMYCIN
9215,VIBRA-TABS,DOXYCYCLINE HYCLATE
9216,ERYC,ERYTHROMYCIN
9217,CLEOCIN T,CLINDAMYCIN PHOSPHATE
9218,CLEOCIN,CLINDAMYCIN PHOSPHATE
9219,TOBREX,TOBRAMYCIN
9222,NETROMYCIN,NETILMICIN SULFATE
9225,PIPRACIL,PIPERACILLIN SODIUM
9229,CLAFORAN,CEFOTAXIME SODIUM
9233,VELOSEF '250',CEPHRADINE
9234,VELOSEF '500',CEPHRADINE
9235,MEZLIN,MEZLOCILLIN SODIUM MONOHYDRATE
9240,MOXAM,MOXALACTAM DISODIUM
9245,CEFOBID,CEFOPERAZONE SODIUM
9248,PRECEF,CEFORANIDE
9255,BENZAMYCIN,BENZOYL PEROXIDE; ERYTHROMYCIN
9256,ZINACEF,CEFUROXIME SODIUM
9259,CEFIZOX,CEFTIZOXIME SODIUM
9263,AZLIN,AZLOCILLIN SODIUM
9266,AUGMENTIN '250',AMOXICILLIN; CLAVULANATE POTASSIUM
9267,AUGMENTIN '500',AMOXICILLIN; CLAVULANATE POTASSIUM
9268,COACTIN,AMDINOCILLIN
9271,ANCEF IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFAZOLIN SODIUM
9273,ANCEF IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFAZOLIN SODIUM
9275,POLYTRIM,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE
9276,CEFMAX,CEFMENOXIME HYDROCHLORIDE
9279,SANDIMMUNE,CYCLOSPORINE
9281,AUGMENTIN '125',AMOXICILLIN; CLAVULANATE POTASSIUM
9284,ZANOSAR,STREPTOZOCIN
9285,FORTAZ,CEFTAZIDIME
9289,MONOCID,CEFONICID SODIUM
9293,AZACTAM,AZTREONAM
9296,MEFOXIN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFOXITIN SODIUM
9298,MEFOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFOXITIN SODIUM
9300,DORYX,DOXYCYCLINE HYCLATE
9302,AKNE-MYCIN,ERYTHROMYCIN
9303,ROCEPHIN,CEFTRIAXONE SODIUM
9308,ROCEPHIN KIT,CEFTRIAXONE SODIUM; LIDOCAINE
9310,PRED-G,GENTAMICIN SULFATE; PREDNISOLONE ACETATE
9311,PRIMAXIN,CILASTATIN SODIUM; IMIPENEM
9313,CEFOTAN,CEFOTETAN DISODIUM
9316,CEFIZOX IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFTIZOXIME SODIUM
9318,CEFIZOX IN PLASTIC CONTAINER,CEFTIZOXIME SODIUM
9320,TIMENTIN,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM
9323,BACTROBAN,MUPIROCIN
9324,TOBRADEX,DEXAMETHASONE; TOBRAMYCIN
9325,ERYC SPRINKLES,ERYTHROMYCIN
9326,ERYCETTE,ERYTHROMYCIN
9327,CLAFORAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM
9328,CLAFORAN IN DEXTROSE 5% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM
9333,LANABIOTIC,BACITRACIN; POLYMYXIN B SULFATE
9334,ILOSONE SULFA,ERYTHROMYCIN ESTOLATE; SULFISOXAZOLE ACETYL
9336,CERADON,CEFOTIAM HYDROCHLORIDE
9337,CEFTIN,CEFUROXIME AXETIL
9340,VANCOCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
9342,UNASYN,AMPICILLIN SODIUM; SULBACTAM SODIUM
9349,PCE,ERYTHROMYCIN
9352,CEFOBID IN PLASTIC CONTAINER,CEFOPERAZONE SODIUM
9354,KEFTAB,CEPHALEXIN HYDROCHLORIDE
9359,ERYGEL,ERYTHROMYCIN
9360,AMIKIN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,AMIKACIN SULFATE
9362,MYCOSTATIN,NYSTATIN
9363,SUPRAX,CEFIXIME
9366,ROCEPHIN W/ DEXTROSE IN PLASTIC CONTAINER,CEFTRIAXONE SODIUM
9373,TOBRASONE,FLUOROMETHOLONE ACETATE; TOBRAMYCIN
9379,AZACTAM IN PLASTIC CONTAINER,AZTREONAM
9382,CEFPIRAMIDE SODIUM,CEFPIRAMIDE SODIUM
9385,FORTAZ IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM
9388,CLINDAMYCIN PHOSPHATE IN DEXTROSE 5%,CLINDAMYCIN PHOSPHATE
9390,ZEFAZONE,CEFMETAZOLE SODIUM
9392,PENICILLIN G POTASSIUM IN PLASTIC CONTAINER,PENICILLIN G POTASSIUM
9395,CLEOCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER,CLINDAMYCIN PHOSPHATE
9398,BACTOCILL IN PLASTIC CONTAINER,OXACILLIN SODIUM
9400,MONODOX,DOXYCYCLINE
9403,ZINACEF IN PLASTIC CONTAINER,CEFUROXIME SODIUM
9405,CEPTAZ,CEFTAZIDIME
9409,CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER,CLINDAMYCIN PHOSPHATE
9415,ACTISITE,TETRACYCLINE HYDROCHLORIDE
9416,NALLPEN IN PLASTIC CONTAINER,NAFCILLIN SODIUM
9418,TIMENTIN IN PLASTIC CONTAINER,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM
9419,IDAMYCIN,IDARUBICIN HYDROCHLORIDE
9422,BIAXIN,CLARITHROMYCIN
9424,CEFZIL,CEFPROZIL
9428,LORABID,LORACARBEF
9432,ZITHROMAX,AZITHROMYCIN
9433,VANCOCIN HYDROCHLORIDE IN PLASTIC CONTAINER,VANCOMYCIN HYDROCHLORIDE
9438,CECLOR CD,CEFACLOR
9440,VANTIN,CEFPODOXIME PROXETIL
9444,DYNABAC,DIRITHROMYCIN
9445,MAXIPIME,CEFEPIME HYDROCHLORIDE
9450,COSMEGEN,DACTINOMYCIN
9451,ZEFAZONE IN PLASTIC CONTAINER,CEFMETAZOLE SODIUM
9453,ZOSYN,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM
9457,CEDAX,CEFTIBUTEN DIHYDRATE
9460,BANAN,CEFPODOXIME PROXETIL
9464,MYCOBUTIN,RIFABUTIN
9466,CEFOTAN IN PLASTIC CONTAINER,CEFOTETAN DISODIUM
9468,BIAXIN XL,CLARITHROMYCIN
9473,BACTROBAN,MUPIROCIN CALCIUM
9474,DAUNOXOME,DAUNORUBICIN CITRATE
9475,RIFATER,ISONIAZID; PYRAZINAMIDE; RIFAMPIN
9476,MERREM,MEROPENEM
9478,PROGRAF,TACROLIMUS
9485,NEORAL,CYCLOSPORINE
9489,MONUROL,FOSFOMYCIN TROMETHAMINE
9490,DOXIL (LIPOSOMAL),DOXORUBICIN HYDROCHLORIDE
9492,HELIDAC,BISMUTH SUBSALICYLATE; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE
9493,AUGMENTIN '875',AMOXICILLIN; CLAVULANATE POTASSIUM
9494,CELLCEPT,MYCOPHENOLATE MOFETIL
9496,ABELCET,AMPHOTERICIN B
9497,AUGMENTIN '200',AMOXICILLIN; CLAVULANATE POTASSIUM
9498,AUGMENTIN '400',AMOXICILLIN; CLAVULANATE POTASSIUM
9501,AMPHOTEC,AMPHOTERICIN B
9504,DAUNORUBICIN HYDROCHLORIDE,DAUNORUBICIN HYDROCHLORIDE
9506,IDAMYCIN PFS,IDARUBICIN HYDROCHLORIDE
9507,OMNICEF,CEFDINIR
9508,AMBISOME,AMPHOTERICIN B
9509,DUAC,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE
9510,STROMECTOL,IVERMECTIN
9512,PERIOSTAT,DOXYCYCLINE HYCLATE
9514,SYNERCID,QUINUPRISTIN; DALFOPRISTIN
9515,SYNERCID,DALFOPRISTIN; QUINUPRISTIN
9519,ZOSYN IN PLASTIC CONTAINER,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM
9522,ATRIDOX,DOXYCYCLINE HYCLATE
9523,TOBI,TOBRAMYCIN
9526,AUGMENTIN ES-600,AMOXICILLIN; CLAVULANATE POTASSIUM
9527,BENZACLIN,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE
9529,PREVPAC,AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE
9530,CELLCEPT,MYCOPHENOLATE MOFETIL HYDROCHLORIDE
9536,TROVAN/ZITHROMAX COMPLIANCE PAK,AZITHROMYCIN DIHYDRATE; TROVAFLOXACIN MESYLATE
9537,MITOZYTREX,MITOMYCIN
9539,AKTIPAK,BENZOYL PEROXIDE; ERYTHROMYCIN
9541,PROTOPIC,TACROLIMUS
9543,ELLENCE,EPIRUBICIN HYDROCHLORIDE
9545,CEFAZOLIN AND DEXTROSE,CEFAZOLIN SODIUM
9548,CEFUROXIME AND DEXTROSE IN DUPLEX CONTAINER,CEFUROXIME SODIUM
9550,ARESTIN,MINOCYCLINE HYDROCHLORIDE
9551,CLINDAGEL,CLINDAMYCIN PHOSPHATE
9554,AUGMENTIN XR,AMOXICILLIN; CLAVULANATE POTASSIUM
9555,PYLERA,BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE
9556,CENTANY,MUPIROCIN
9557,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE
9559,RESTASIS MULTIDOSE,CYCLOSPORINE
9560,MYFORTIC,MYCOPHENOLIC ACID
9562,CEFOTAXIME AND DEXTROSE 2.4% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM
9563,CEFOTAXIME AND DEXTROSE 3.9% IN PLASTIC CONTAINER,CEFOTAXIME SODIUM
9564,CLINDESSE,CLINDAMYCIN PHOSPHATE
9565,VIDAZA,AZACITIDINE
9572,DORYX MPC,DOXYCYCLINE HYCLATE
9574,CEFTRIAXONE AND DEXTROSE IN DUPLEX CONTAINER,CEFTRIAXONE SODIUM
9576,ZMAX,AZITHROMYCIN
9577,EVOCLIN,CLINDAMYCIN PHOSPHATE
9578,ZIANA,CLINDAMYCIN PHOSPHATE; TRETINOIN
9579,VELTIN,CLINDAMYCIN PHOSPHATE; TRETINOIN
9580,ZYLET,LOTEPREDNOL ETABONATE; TOBRAMYCIN
9581,ORACEA,DOXYCYCLINE
9582,EPIRUBICIN HYDROCHLORIDE,EPIRUBICIN HYDROCHLORIDE
9584,SOLODYN,MINOCYCLINE HYDROCHLORIDE
9592,AZITHROMYCIN,AZITHROMYCIN
9594,AZASITE,AZITHROMYCIN
9595,MOXATAG,AMOXICILLIN
9596,CAYSTON,AZTREONAM
9597,CEFEPIME IN PLASTIC CONTAINER,CEFEPIME HYDROCHLORIDE
9599,TOBRADEX ST,DEXAMETHASONE; TOBRAMYCIN
9600,ACANYA,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE
9601,ONEXTON,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE
9602,CEFEPIME AND DEXTROSE IN DUPLEX CONTAINER,CEFEPIME HYDROCHLORIDE
9604,CEFTAZIDIME IN DEXTROSE CONTAINER,CEFTAZIDIME
9606,OMEPRAZOLE AND CLARITHROMYCIN AND AMOXICILLIN,AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE
9607,V-CILLIN,PENICILLIN V
9608,V-CILLIN K,PENICILLIN V POTASSIUM
9613,PEN-VEE K,PENICILLIN V POTASSIUM
